orderid,Customer Name,shipmode,sales,quantity,discount,profit,segment,region,state,subcategory,category,orderdate_day,orderdate_weekday,orderdate_month,orderdate_year,shipdate_day,shipdate_month,shipdate_year,preparationtime
1288,Vicky Freymann,Same Day,7.88,5,0.6,-3.94,Consumer,Central,Texas,Furnishings                                       ,Furniture,25,Montag,8,2014,25,8,2014,0
1289,Greg Tran,Same Day,11.82,3,0,4.728,Corporate,East,New York,Furnishings                                       ,Furniture,8,Samstag,11,2014,8,11,2014,0
1290,Jonathan Doherty,Standard Class,206.112,6,0.2,48.9516,Consumer,West,Arizona,Furnishings                                       ,Furniture,6,Samstag,12,2014,11,12,2014,5
1291,Jonathan Doherty,Standard Class,214.7,5,0,83.733,Corporate,East,New York,Furnishings                                       ,Furniture,3,Sonntag,5,2015,7,5,2015,4
1292,Jonathan Doherty,Standard Class,103.056,3,0.2,24.4758,Consumer,East,Ohio,Furnishings                                       ,Furniture,24,Samstag,9,2016,29,9,2016,5
1293,Ruben Dartt,Standard Class,128.82,3,0,50.2398,Home Office,East,New York,Furnishings                                       ,Furniture,23,Mittwoch,7,2014,27,7,2014,4
1294,Philip Brown,Second Class,257.64,6,0,100.4796,Corporate,West,California,Furnishings                                       ,Furniture,20,Freitag,6,2014,25,6,2014,5
1295,Philip Brown,Standard Class,68.704,2,0.2,16.3172,Home Office,West,Arizona,Furnishings                                       ,Furniture,21,Sonntag,2,2016,28,2,2016,7
1296,Sung Pak,First Class,68.704,2,0.2,16.3172,Corporate,East,Ohio,Furnishings                                       ,Furniture,1,Freitag,11,2013,3,11,2013,2
1297,Maribeth Dona,Second Class,29.46,6,0,9.7218,Consumer,South,Virginia,Furnishings                                       ,Furniture,16,Montag,12,2013,18,12,2013,2
1298,Maribeth Dona,Standard Class,9.82,2,0,3.2406,Corporate,East,New York,Furnishings                                       ,Furniture,18,Sonntag,9,2016,25,9,2016,7
1299,Joy Bell,Standard Class,14.73,3,0,4.8609,Consumer,Central,Michigan,Furnishings                                       ,Furniture,20,Sonntag,1,2013,26,1,2013,6
1300,Joy Bell,Second Class,14.73,3,0,4.8609,Home Office,West,California,Furnishings                                       ,Furniture,25,Sonntag,5,2014,27,5,2014,2
1301,Joy Bell,First Class,9.82,2,0,3.2406,Consumer,East,Massachusetts,Furnishings                                       ,Furniture,1,Sonntag,12,2013,3,12,2013,2
1302,Jennifer Braxton,Same Day,15.712,4,0.2,2.5532,Corporate,South,Florida,Furnishings                                       ,Furniture,15,Montag,9,2014,15,9,2014,0
1303,Jennifer Braxton,Standard Class,54.992,14,0.2,8.9362,Home Office,East,Ohio,Furnishings                                       ,Furniture,11,Sonntag,1,2015,15,1,2015,4
1304,John Lucas,First Class,266.352,3,0.2,-13.3176,Consumer,West,Colorado,Furnishings                                       ,Furniture,18,Donnerstag,6,2015,20,6,2015,2
1305,Emily Grady,Standard Class,532.704,6,0.2,-26.6352,Corporate,East,Ohio,Furnishings                                       ,Furniture,24,Donnerstag,9,2015,28,9,2015,4
1306,Emily Grady,Second Class,332.94,3,0,53.2704,Consumer,Central,Missouri,Furnishings                                       ,Furniture,11,Montag,2,2013,15,2,2013,4
1307,Joy Smith,Standard Class,665.88,6,0,106.5408,Home Office,West,California,Furnishings                                       ,Furniture,3,Samstag,5,2014,8,5,2014,5
1308,Hunter Lopez,Same Day,266.352,6,0.6,-292.9872,Consumer,Central,Illinois,Furnishings                                       ,Furniture,14,Mittwoch,12,2016,14,12,2016,0
1309,Hunter Lopez,Second Class,14.76,2,0,4.2804,Consumer,East,Maryland,Furnishings                                       ,Furniture,4,Freitag,9,2015,9,9,2015,5
1310,Hunter Lopez,Second Class,8.856,3,0.6,-6.8634,Consumer,Central,Illinois,Furnishings                                       ,Furniture,12,Sonntag,6,2016,14,6,2016,2
1311,Darrin Martin,Standard Class,22.14,3,0,6.4206,Home Office,West,Washington,Furnishings                                       ,Furniture,21,Montag,3,2016,25,3,2016,4
1312,Darrin Martin,Standard Class,14.76,5,0.6,-11.439,Corporate,Central,Texas,Furnishings                                       ,Furniture,5,Dienstag,8,2014,11,8,2014,6
1313,Andrew Roberts,Standard Class,14.76,2,0,4.2804,Consumer,West,California,Furnishings                                       ,Furniture,16,Mittwoch,12,2015,23,12,2015,7
1314,Andy Reiter,Standard Class,14.76,2,0,4.2804,Corporate,South,South Carolina,Furnishings                                       ,Furniture,10,Samstag,12,2016,15,12,2016,5
1315,Andy Reiter,First Class,11.808,2,0.2,1.3284,Home Office,South,Tennessee,Furnishings                                       ,Furniture,2,Sonntag,10,2016,5,10,2016,3
1316,Andy Reiter,Standard Class,22.14,3,0,6.4206,Home Office,West,Washington,Furnishings                                       ,Furniture,20,Donnerstag,11,2014,25,11,2014,5
1317,Andy Reiter,Second Class,7.38,1,0,2.1402,Consumer,East,New York,Furnishings                                       ,Furniture,18,Freitag,7,2014,20,7,2014,2
1318,Becky Pak,Second Class,14.76,2,0,4.2804,Consumer,East,Rhode Island,Furnishings                                       ,Furniture,31,Donnerstag,10,2013,2,11,2013,2
1319,Becky Pak,Standard Class,22.14,3,0,6.4206,Consumer,West,California,Furnishings                                       ,Furniture,27,Samstag,6,2015,4,7,2015,7
1320,Becky Pak,Standard Class,14.76,5,0.6,-11.439,Consumer,Central,Texas,Furnishings                                       ,Furniture,31,Mittwoch,12,2014,5,1,2015,5
1321,Matthew Grinstein,Standard Class,124.41,3,0,14.9292,Corporate,East,Delaware,Furnishings                                       ,Furniture,17,Sonntag,11,2013,22,11,2013,5
1322,Eugene Hildebrand,First Class,207.35,5,0,24.882,Corporate,West,California,Furnishings                                       ,Furniture,13,Samstag,9,2014,15,9,2014,2
1323,Eugene Hildebrand,First Class,25.16,2,0,10.5672,Consumer,West,Utah,Furnishings                                       ,Furniture,7,Mittwoch,9,2016,8,9,2016,1
1324,Eugene Hildebrand,Standard Class,50.32,4,0,21.1344,Consumer,West,California,Furnishings                                       ,Furniture,19,Sonntag,6,2016,23,6,2016,4
1325,Christine Sundaresam,Standard Class,30.192,3,0.2,8.3028,Corporate,South,Florida,Furnishings                                       ,Furniture,15,Freitag,5,2015,20,5,2015,5
1326,Christine Abelman,Standard Class,40.256,4,0.2,11.0704,Consumer,West,Arizona,Furnishings                                       ,Furniture,15,Sonntag,6,2014,20,6,2014,5
1327,Sung Shariari,Same Day,25.16,5,0.6,-11.322,Consumer,Central,Texas,Furnishings                                       ,Furniture,18,Montag,2,2013,18,2,2013,0
1328,Harold Dahlen,Standard Class,28.44,3,0,11.376,Consumer,East,New York,Furnishings                                       ,Furniture,4,Donnerstag,12,2014,10,12,2014,6
1329,Harold Dahlen,Second Class,18.96,2,0,7.584,Corporate,West,California,Furnishings                                       ,Furniture,16,Freitag,12,2016,21,12,2016,5
1330,Sue Ann Reed,Standard Class,11.376,3,0.6,-5.688,Consumer,Central,Texas,Furnishings                                       ,Furniture,5,Donnerstag,11,2015,9,11,2015,4
1331,Herbert Flentye,Standard Class,47.4,5,0,18.96,Corporate,East,New Jersey,Furnishings                                       ,Furniture,15,Donnerstag,9,2016,19,9,2016,4
1332,Herbert Flentye,Second Class,66.36,7,0,26.544,Consumer,West,California,Furnishings                                       ,Furniture,23,Samstag,4,2016,25,4,2016,2
1333,Gene McClure,Standard Class,18.96,2,0,7.584,Corporate,Central,Wisconsin,Furnishings                                       ,Furniture,23,Mittwoch,9,2015,27,9,2015,4
1334,Todd Boyes,Standard Class,9.48,1,0,3.792,Corporate,East,Massachusetts,Furnishings                                       ,Furniture,30,Mittwoch,4,2014,4,5,2014,4
1335,Todd Boyes,Second Class,15.168,2,0.2,3.792,Corporate,East,Ohio,Furnishings                                       ,Furniture,9,Freitag,1,2015,13,1,2015,4
1336,Larry Tron,Standard Class,14.56,5,0.6,-6.188,Consumer,Central,Illinois,Furnishings                                       ,Furniture,20,Mittwoch,4,2016,24,4,2016,4
1337,Alan Barnes,First Class,29.12,4,0,12.5216,Corporate,South,Virginia,Furnishings                                       ,Furniture,27,Dienstag,8,2013,29,8,2013,2
1338,Rose O'Brian,Standard Class,14.56,2,0,6.2608,Consumer,East,New York,Furnishings                                       ,Furniture,15,Sonntag,9,2013,20,9,2013,5
1339,Sally Knutson,Standard Class,11.648,2,0.2,3.3488,Consumer,East,Pennsylvania,Furnishings                                       ,Furniture,23,Donnerstag,7,2015,28,7,2015,5
1340,Scott Cohen,Standard Class,14.56,2,0,6.2608,Consumer,East,New York,Furnishings                                       ,Furniture,18,Mittwoch,5,2016,23,5,2016,5
1341,Alan Dominguez,Second Class,17.472,3,0.2,5.0232,Consumer,East,Pennsylvania,Furnishings                                       ,Furniture,9,Montag,9,2013,14,9,2013,5
1342,Thomas Thornton,Standard Class,52.416,9,0.2,15.0696,Consumer,West,Colorado,Furnishings                                       ,Furniture,11,Donnerstag,12,2014,16,12,2014,5
1343,Thomas Thornton,First Class,60.672,6,0.2,12.8928,Home Office,East,Ohio,Furnishings                                       ,Furniture,9,Montag,9,2013,11,9,2013,2
1344,Thomas Thornton,Same Day,63.2,5,0,23.384,Corporate,West,California,Furnishings                                       ,Furniture,25,Freitag,9,2015,25,9,2015,0
1345,Irene Maddox,First Class,63.2,5,0,23.384,Home Office,East,Massachusetts,Furnishings                                       ,Furniture,31,Dienstag,12,2013,3,1,2014,3
1346,Valerie Takahito,Standard Class,101.12,8,0,37.4144,Corporate,West,California,Furnishings                                       ,Furniture,29,Donnerstag,12,2016,5,1,2017,7
1347,Valerie Takahito,Second Class,30.336,6,0.6,-17.4432,Consumer,Central,Texas,Furnishings                                       ,Furniture,4,Samstag,6,2016,7,6,2016,3
1348,Bruce Degenhardt,Second Class,91.008,9,0.2,19.3392,Consumer,East,Pennsylvania,Furnishings                                       ,Furniture,13,Mittwoch,7,2016,17,7,2016,4
1349,Bruce Degenhardt,First Class,10.11,3,0,3.2352,Consumer,West,California,Furnishings                                       ,Furniture,15,Freitag,11,2013,18,11,2013,3
1350,Bruce Degenhardt,Second Class,4.044,3,0.6,-2.8308,Consumer,Central,Illinois,Furnishings                                       ,Furniture,5,Freitag,6,2015,10,6,2015,5
1351,Bruce Degenhardt,Standard Class,10.11,3,0,3.2352,Consumer,West,Washington,Furnishings                                       ,Furniture,18,Samstag,10,2014,22,10,2014,4
1352,Kimberly Carter,Standard Class,12.132,9,0.6,-8.4924,Corporate,Central,Illinois,Furnishings                                       ,Furniture,28,Freitag,11,2014,4,12,2014,6
1353,Chad Sievert,Second Class,38.97,3,0,4.6764,Home Office,East,Massachusetts,Furnishings                                       ,Furniture,27,Donnerstag,11,2014,29,11,2014,2
1354,Sean Christensen,Standard Class,12.99,1,0,1.5588,Consumer,East,New Jersey,Furnishings                                       ,Furniture,4,Sonntag,12,2016,10,12,2016,6
1355,Adam Shillingsburg,First Class,41.568,4,0.2,-4.1568,Corporate,East,Ohio,Furnishings                                       ,Furniture,29,Donnerstag,5,2014,31,5,2014,2
1356,Kelly Williams,First Class,20.016,3,0.2,5.5044,Corporate,South,Florida,Furnishings                                       ,Furniture,19,Dienstag,3,2013,21,3,2013,2
1357,Edward Nazzal,Second Class,25.02,3,0,10.5084,Home Office,West,California,Furnishings                                       ,Furniture,2,Mittwoch,11,2016,4,11,2016,2
1358,Eric Barreto,Standard Class,87.96,3,0.2,7.6965,Corporate,West,Arizona,Furnishings                                       ,Furniture,13,Freitag,12,2013,17,12,2013,4
1359,Adam Bellavance,Standard Class,29.32,2,0.6,-24.189,Consumer,Central,Illinois,Furnishings                                       ,Furniture,25,Samstag,5,2013,29,5,2013,4
1360,Amy Hunt,Second Class,47.98,2,0,11.0354,Home Office,South,Virginia,Furnishings                                       ,Furniture,22,Montag,9,2014,26,9,2014,4
1361,Jack O'Briant,Second Class,71.97,3,0,16.5531,Consumer,East,New York,Furnishings                                       ,Furniture,6,Sonntag,3,2016,11,3,2016,5
1362,Jack O'Briant,Standard Class,23.99,1,0,5.5177,Consumer,South,Georgia,Furnishings                                       ,Furniture,3,Sonntag,7,2016,7,7,2016,4
1363,Jack O'Briant,Standard Class,23.99,1,0,5.5177,Home Office,West,California,Furnishings                                       ,Furniture,24,Dienstag,12,2013,29,12,2013,5
1364,Chad Sievert,Standard Class,14.82,3,0,6.2244,Consumer,East,Massachusetts,Furnishings                                       ,Furniture,18,Freitag,9,2015,23,9,2015,5
1365,Chad Sievert,Standard Class,14.82,3,0,6.2244,Corporate,West,California,Furnishings                                       ,Furniture,8,Sonntag,11,2015,13,11,2015,5
1366,Chad Sievert,Standard Class,24.7,5,0,10.374,Consumer,West,California,Furnishings                                       ,Furniture,9,Donnerstag,4,2015,15,4,2015,6
1367,Chad Sievert,Standard Class,19.76,4,0,8.2992,Home Office,Central,Michigan,Furnishings                                       ,Furniture,18,Freitag,11,2016,24,11,2016,6
1368,Chad Sievert,Standard Class,7.904,2,0.2,2.1736,Consumer,South,Florida,Furnishings                                       ,Furniture,17,Sonntag,7,2016,22,7,2016,5
1369,Mick Hernandez,Standard Class,34.58,7,0,14.5236,Corporate,Central,Iowa,Furnishings                                       ,Furniture,31,Sonntag,1,2016,6,2,2016,6
1370,Grant Carroll,Standard Class,19.76,4,0,8.2992,Consumer,West,California,Furnishings                                       ,Furniture,7,Mittwoch,9,2016,11,9,2016,4
1371,Grant Carroll,First Class,67,5,0,32.16,Consumer,Central,Michigan,Furnishings                                       ,Furniture,30,Freitag,10,2015,1,11,2015,2
1372,Grant Carroll,Standard Class,40.2,3,0,19.296,Consumer,East,New York,Furnishings                                       ,Furniture,28,Mittwoch,10,2015,3,11,2015,6
1373,Maribeth Dona,Second Class,26.8,2,0,12.864,Corporate,East,New York,Furnishings                                       ,Furniture,4,Sonntag,5,2014,9,5,2014,5
1374,Thais Sissman,Standard Class,21.44,2,0.2,7.504,Home Office,West,Colorado,Furnishings                                       ,Furniture,25,Freitag,9,2015,2,10,2015,7
1375,Thais Sissman,Second Class,13.4,1,0,6.432,Corporate,East,Delaware,Furnishings                                       ,Furniture,6,Sonntag,12,2015,11,12,2015,5
1376,Thais Sissman,Second Class,37.4,2,0,14.212,Corporate,West,Nevada,Furnishings                                       ,Furniture,9,Sonntag,6,2013,13,6,2013,4
1377,Liz Pelletier,Standard Class,18.7,1,0,7.106,Consumer,West,California,Furnishings                                       ,Furniture,19,Samstag,11,2016,24,11,2016,5
1378,Suzanne McNair,Second Class,51.56,2,0.6,-61.872,Corporate,Central,Illinois,Furnishings                                       ,Furniture,31,Samstag,5,2014,5,6,2014,5
